study,rep,subject,sex,date,session,pair,small_num,large_num,large_side,small_birds,large_birds,choice,choose_larger
Social,2,Prudence,Male,2021-12-14T00:00:00Z,65,1-6,1,6,L,Chicklet,"Pease, Hippolyta, Quince, Cash, Sapphire, Zappa",R,0
Social,2,Mote,Male,2021-12-14T00:00:00Z,65,1-6,1,6,L,Chicklet,"Pease, Hippolyta, Quince, Cash, Sapphire, Zappa",L,1
Social,2,He-man,Male,2021-12-14T00:00:00Z,65,1-6,1,6,L,Chicklet,"Pease, Hippolyta, Quince, Cash, Sapphire, Zappa",L,1
Social,2,Mulder,Male,2021-12-14T00:00:00Z,65,1-6,1,6,L,Chicklet,"Pease, Hippolyta, Quince, Cash, Sapphire, Zappa",L,1
Social,2,Dumbledore,Male,2021-12-14T00:00:00Z,65,1-6,1,6,L,Chicklet,"Pease, Hippolyta, Quince, Cash, Sapphire, Zappa",L,1
Social,2,Dartagnan,Male,2021-12-14T00:00:00Z,65,1-6,1,6,L,Chicklet,"Pease, Hippolyta, Quince, Cash, Sapphire, Zappa",L,1
Social,2,Fozzie,Male,2021-12-14T00:00:00Z,65,1-6,1,6,L,Chicklet,"Pease, Hippolyta, Quince, Cash, Sapphire, Zappa",L,1
Social,2,Uno,Female,2021-12-14T00:00:00Z,65,1-6,1,6,L,Chicklet,"Pease, Hippolyta, Quince, Cash, Sapphire, Zappa",L,1
Social,2,Mote,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",R,0
Social,2,Mork,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",R,0
Social,2,Uno,Female,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",L,1
Social,2,Prudence,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",L,1
Social,2,Fozzie,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",R,0
Social,2,Dumbledore,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",R,0
Social,2,Dartagnan,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",L,1
Social,2,He-man,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",L,1
Social,2,Fern,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",R,0
Social,2,Mulder,Male,2021-12-14T00:00:00Z,66,3-4,3,4,L,"Chicklet, Egeus, Hippolyta","Zappa, Cash, Quince, Pease",L,1
Social,2,Mork,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",R,1
Social,2,He-man,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",R,1
Social,2,Dartagnan,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",L,0
Social,2,Dumbledore,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",L,0
Social,2,Mulder,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",R,1
Social,2,Mote,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",R,1
Social,2,Uno,Female,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",R,1
Social,2,Fozzie,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",R,1
Social,2,Prudence,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",L,0
Social,2,Fern,Male,2021-12-16T00:00:00Z,67,2-6,2,6,R,"Zappa, Egeus","Sapphire, Quince, Pease, Cash, Hippolyta, Chicklet",R,1
Social,2,Mork,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",R,1
Social,2,Mulder,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",L,0
Social,2,Fozzie,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",L,0
Social,2,Dartagnan,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",L,0
Social,2,Dumbledore,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",L,0
Social,2,Prudence,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",L,0
Social,2,Fern,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",R,1
Social,2,Mote,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",R,1
Social,2,He-man,Male,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",L,0
Social,2,Uno,Female,2021-12-17T00:00:00Z,68,1-4,1,4,R,Hippolyta,"Pease, Zappa, Sapphire, Quince",R,1
Social,2,Mork,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",R,1
Social,2,Mote,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",R,1
Social,2,Uno,Female,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",L,0
Social,2,Dumbledore,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",R,1
Social,2,Mulder,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",L,0
Social,2,Dartagnan,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",L,0
Social,2,Fern,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",R,1
Social,2,He-man,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",R,1
Social,2,Prudence,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",L,0
Social,2,Fozzie,Male,2021-12-20T00:00:00Z,69,1-5,1,5,R,Zappa,"Cash, Egeus, Quince, Hippolyta, Pease",L,0
Social,2,Prudence,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",L,1
Social,2,Fern,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",R,0
Social,2,Mulder,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",R,0
Social,2,Mork,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",R,0
Social,2,Dumbledore,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",L,1
Social,2,Uno,Female,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",L,1
Social,2,Dartagnan,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",L,1
Social,2,Fozzie,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",L,1
Social,2,Mote,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",L,1
Social,2,He-man,Male,2021-12-20T00:00:00Z,70,3-5,3,5,L,"Hippolyta, Cash, Quince","Chicklet, Egeus, Zappa, Sapphire, Pease",R,0
Social,2,Dumbledore,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",R,0
Social,2,Uno,Female,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",L,1
Social,2,Fozzie,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",R,0
Social,2,Mote,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",R,0
Social,2,Mork,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",R,0
Social,2,Prudence,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",R,0
Social,2,Mulder,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",L,1
Social,2,He-man,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",R,0
Social,2,Fern,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",R,0
Social,2,Dartagnan,Male,2021-12-21T00:00:00Z,71,2-4,2,4,L,"Pease, Quince","Cash, Chicklet, Zappa, Egeus",L,1
Social,2,Mork,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",L,0
Social,2,Fern,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",L,0
Social,2,Uno,Female,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",R,1
Social,2,Dartagnan,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",L,0
Social,2,He-man,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",R,1
Social,2,Mote,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",R,1
Social,2,Fozzie,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",L,0
Social,2,Prudence,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",R,1
Social,2,Mulder,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",L,0
Social,2,Dumbledore,Male,2021-12-21T00:00:00Z,72,2-5,2,5,R,"Chicklet, Pease","Cash, Sapphire, Zappa, Hippolyta, Egeus",L,0
Social,2,Uno,Female,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",L,0
Social,2,Dartagnan,Male,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",L,0
Social,2,Mote,Male,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",L,0
Social,2,He-man,Male,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",R,1
Social,2,Dumbledore,Male,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",R,1
Social,2,Fern,Male,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",R,1
Social,2,Fozzie,Male,2022-02-04T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",L,0
Social,2,Mork,Male,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",R,1
Social,2,Mulder,Male,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",L,0
Social,2,Prudence,Male,2021-12-22T00:00:00Z,73,3-4,3,4,R,"Zappa, Chicklet, Sapphire","Egeus, Cash, Pease, Quince",L,0
Social,2,Uno,Female,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",L,1
Social,2,He-man,Male,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",R,0
Social,2,Fozzie,Male,2022-02-08T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",R,0
Social,2,Dumbledore,Male,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",R,0
Social,2,Dartagnan,Male,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",L,1
Social,2,Mulder,Male,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",L,1
Social,2,Mork,Male,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",R,0
Social,2,Prudence,Male,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",L,1
Social,2,Mote,Male,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",R,0
Social,2,Fern,Male,2021-12-22T00:00:00Z,74,1-6,1,6,L,Sapphire,"Quince, Hippolyta, Zappa, Chicklet, Pease, Egeus",R,0
Social,2,Mork,Male,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",R,0
Social,2,Fern,Male,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",R,0
Social,2,Prudence,Male,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",L,1
Social,2,Mote,Male,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",R,0
Social,2,He-man,Male,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",R,0
Social,2,Mulder,Male,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",L,1
Social,2,Dumbledore,Male,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",L,1
Social,2,Dartagnan,Male,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",L,1
Social,2,Fozzie,Male,2022-02-09T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",L,1
Social,2,Uno,Female,2021-12-23T00:00:00Z,75,2-6,2,6,L,"Quince, Sapphire","Cash, Chicklet, Pease, Egeus, Zappa, Hippolyta",R,0
Social,2,Mote,Male,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",R,1
Social,2,Mork,Male,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",R,1
Social,2,Uno,Female,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",L,0
Social,2,Prudence,Male,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",R,1
Social,2,Fozzie,Male,2022-02-10T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",R,1
Social,2,Dumbledore,Male,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",R,1
Social,2,Dartagnan,Male,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",L,0
Social,2,He-man,Male,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",L,0
Social,2,Fern,Male,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",L,0
Social,2,Mulder,Male,2021-12-23T00:00:00Z,76,2-3,2,3,R,"Pease, Chicklet","Sapphire, Hippolyta, Egeus",L,0
Social,2,Mork,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",R,1
Social,2,He-man,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",R,1
Social,2,Dartagnan,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",L,0
Social,2,Dumbledore,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",L,0
Social,2,Mulder,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",L,0
Social,2,Mote,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",R,1
Social,2,Uno,Female,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",R,1
Social,2,Fozzie,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",L,0
Social,2,Prudence,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",R,1
Social,2,Fern,Male,2021-12-24T00:00:00Z,77,2-4,2,4,R,"Hippolyta, Zappa","Sapphire, Pease, Quince, Chicklet",R,1
Social,2,Mork,Male,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",R,1
Social,2,Mulder,Male,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",L,0
Social,2,Fozzie,Male,2022-02-14T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",R,1
Social,2,Dartagnan,Male,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",R,1
Social,2,Dumbledore,Male,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",R,1
Social,2,Prudence,Male,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",L,0
Social,2,Fern,Male,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",L,0
Social,2,Mote,Male,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",R,1
Social,2,He-man,Male,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",R,1
Social,2,Uno,Female,2021-12-24T00:00:00Z,78,1-4,1,4,R,Zappa,"Egeus, Cash, Quince, Chicklet",L,0
Social,2,Mork,Male,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",L,1
Social,2,Mote,Male,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",R,0
Social,2,Uno,Female,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",L,1
Social,2,Dumbledore,Male,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",R,0
Social,2,Mulder,Male,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",L,1
Social,2,Dartagnan,Male,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",R,0
Social,2,Fern,Male,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",R,0
Social,2,He-man,Male,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",R,0
Social,2,Prudence,Male,2021-12-27T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",R,0
Social,2,Fozzie,Male,2022-02-14T00:00:00Z,79,0-6,0,6,L,0,"Pease, Quince, Chicklet, Cash, Egeus, Zappa",L,1
Social,2,Prudence,Male,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",R,1
Social,2,Fern,Male,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",L,0
Social,2,Mulder,Male,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",R,1
Social,2,Mork,Male,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",L,0
Social,2,Dumbledore,Male,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",L,0
Social,2,Uno,Female,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",R,1
Social,2,Dartagnan,Male,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",R,1
Social,2,Fozzie,Male,2022-02-15T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",R,1
Social,2,Mote,Male,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",R,1
Social,2,He-man,Male,2021-12-27T00:00:00Z,80,1-2,1,2,R,Pease,"Quince, Sapphire",R,1
Social,2,Dumbledore,Male,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",R,1
Social,2,Uno,Female,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",L,0
Social,2,Fozzie,Male,2022-02-15T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",L,0
Social,2,Mote,Male,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",R,1
Social,2,Mork,Male,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",R,1
Social,2,Prudence,Male,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",L,0
Social,2,Mulder,Male,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",L,0
Social,2,He-man,Male,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",L,0
Social,2,Fern,Male,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",R,1
Social,2,Dartagnan,Male,2021-12-28T00:00:00Z,81,1-3,1,3,R,Quince,"Hippolyta, Pease, Sapphire",L,0
Social,2,Mork,Male,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",R,1
Social,2,Fern,Male,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",L,0
Social,2,Uno,Female,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",L,0
Social,2,Dartagnan,Male,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",R,1
Social,2,He-man,Male,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",R,1
Social,2,Mote,Male,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",L,0
Social,2,Fozzie,Male,2022-02-15T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",L,0
Social,2,Prudence,Male,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",L,0
Social,2,Mulder,Male,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",L,0
Social,2,Dumbledore,Male,2021-12-28T00:00:00Z,82,1-5,1,5,R,Hippolyta,"Quince, Pease, Cash, Egeus, Zappa",R,1
Social,2,Uno,Female,2021-12-29T00:00:00Z,83,3-5,3,5,L,"Pease, Chicklet, Quince","Egeus, Cash, Sapphire, Hippolyta, Zappa",L,1
Social,2,Dartagnan,Male,2021-12-29T00:00:00Z,83,3-5,3,5,L,"Pease, Chicklet, Quince","Egeus, Cash, Sapphire, Hippolyta, Zappa",R,0
Social,2,Mote,Male,2021-12-29T00:00:00Z,83,3-5,3,5,L,"Pease, Chicklet, Quince","Egeus, Cash, Sapphire, Hippolyta, Zappa",R,0
Social,2,He-man,Male,2021-12-29T00:00:00Z,83,3-5,3,5,L,"Pease, Chicklet, Quince","Egeus, Cash, Sapphire, Hippolyta, Zappa",R,0
